Contents,p_content,old_hastag,Hashtag
"Near-real-time similar image detection at scale at Pinterest.
https://www.youtube.com/watch?v=Vfgr8V-EOEA",Near-real-time similar image detection at scale at Pinterest. https://www.youtube.com/watch?v=Vfgr8V-EOEA,,
"Reliable, effective user-centered AI systems should be designed following general best practices for software systems, together with practices that address considerations unique to machine learning. Our top recommendations are outlined below, with additional resources for further reading.
Một số best practices của Google để xây dựng một hệ thống AI mang lại trải nghiệm tốt cho người dùng
https://ai.google/responsibilities/responsible-ai-practices/","Reliable, effective user-centered AI systems should be designed following general best practices for software systems, together with practices that address considerations unique to machine learning. Our top recommendations are outlined below, with additional resources for further reading. Một số best practices của Google để xây dựng một hệ thống AI mang lại trải nghiệm tốt cho người dùng https://ai.google/responsibilities/responsible-ai-practices/",,
"Probabilistic Machine Learning: An Introduction (2022)
Anh em làm ML chắc không còn xa lạ gì với quyền sách huyền thoại Probabilistic Machine Learning: An Introduction (2012). Tác giả Murphy đã không làm anh em thất vọng khi cho ra lò tiếp bản 2022 nhiều từ khoá hot trend như Recommender Systems và Graph Embeddings 😂
Mời anh em đón đọc tại: https://probml.github.io/pml-book/book1.html",Probabilistic Machine Learning: An Introduction (2022) Anh em làm ML chắc không còn xa lạ gì với quyền sách huyền thoại Probabilistic Machine Learning: An Introduction (2012). Tác giả Murphy đã không làm anh em thất vọng khi cho ra lò tiếp bản 2022 nhiều từ khoá hot trend như Recommender Systems và Graph Embeddings Mời anh em đón đọc tại: https://probml.github.io/pml-book/book1.html,,
"Hi ae, trend bh tiến tới end-to-end ML pipeline rồi k biết ae lưu training data như nào thế?
Trường hợp của mình là object detection, data update thường xuyên và dung lượng lớn. Hiện tại thì lưu trên VM luôn nhưng cảm thấy 1 là ko an toàn 2 là nhiều lúc label ở máy local xong lại update lên VM rất mất thời gian.
Vậy ae hiện đang dùng gì để lưu trữ thì để lại chút kinh nghiệm nhé.","Hi ae, trend bh tiến tới end-to-end ML pipeline rồi k biết ae lưu training data như nào thế? Trường hợp của mình là object detection, data update thường xuyên và dung lượng lớn. Hiện tại thì lưu trên VM luôn nhưng cảm thấy 1 là ko an toàn 2 là nhiều lúc label ở máy local xong lại update lên VM rất mất thời gian. Vậy ae hiện đang dùng gì để lưu trữ thì để lại chút kinh nghiệm nhé.",,
"Engineering best practices for Machine Learning
https://se-ml.github.io/practices/",Engineering best practices for Machine Learning https://se-ml.github.io/practices/,,
"RecSysOps: Best Practices for Operating a Large-Scale Recommender System
Một số bài học rút ra từ team Netflix trong quá trình vận hành hệ thống RecSys:
Issue Detection: làm sao để phát hiện vấn đề nhanh chóng và chính xác
Issue Prediction: làm sao để dự đoán vấn đề trước khi nó xảy ra
Issue Diagnosis: làm sao để chẩn đoán nguyên nhân gây ra vấn đề
Issue Resolution: cách giải quyết vấn đề như thế nào

Paper: https://dl.acm.org/doi/pdf/10.1145/3460231.3474620 
Youtube: https://www.youtube.com/watch?v=VTLwSapTjVs",RecSysOps: Best Practices for Operating a Large-Scale Recommender System Một số bài học rút ra từ team Netflix trong quá trình vận hành hệ thống RecSys: Issue Detection: làm sao để phát hiện vấn đề nhanh chóng và chính xác Issue Prediction: làm sao để dự đoán vấn đề trước khi nó xảy ra Issue Diagnosis: làm sao để chẩn đoán nguyên nhân gây ra vấn đề Issue Resolution: cách giải quyết vấn đề như thế nào Paper: https://dl.acm.org/doi/pdf/10.1145/3460231.3474620 Youtube: https://www.youtube.com/watch?v=VTLwSapTjVs,,
"Kubernetes (K8S) là một hệ thống mã nguồn mở giúp tự động hoá quá trình quản lý, deploy và scale các ứng dụng triển khai theo kiến trúc microservice.
Mình thấy tutorial này giải thích khá chi tiết và dễ hiểu các khái niệm liên quan đến K8S, hy vọng có ích với mọi người 🥳
Chúc cả nhà buổi tối cuối tuần vui vẻ! 🥰","Kubernetes (K8S) là một hệ thống mã nguồn mở giúp tự động hoá quá trình quản lý, deploy và scale các ứng dụng triển khai theo kiến trúc microservice. Mình thấy tutorial này giải thích khá chi tiết và dễ hiểu các khái niệm liên quan đến K8S, hy vọng có ích với mọi người Chúc cả nhà buổi tối cuối tuần vui vẻ!",,
"Hello mọi người,
Lần trước em chia sẻ dưới dạng link dẫn về blog cá nhân nên bị facebook gắn cờ spam và bài đăng của em đã bị gỡ 😢
Có khá nhiều bạn liên hệ em vì thế em xin phép được chia sẻ lại.
Hiện tại em đang bắt đầu triển khai viết blog để làm cẩm nang cá nhân cũng như để chia sẻ kiến thức và có thể nhận được đóng góp và góp ý từ tất cả mọi người về lĩnh vực MLOps. Em đang và sẽ đề cập đến các công nghệ thông dụng liên quan, cụ thể là công nghệ DAG (task-driven) với series đầu tiên là về nền tảng Kubeflow được phát triển bởi Google.
Mong mọi người đón đọc và góp ý để em có thể hoàn thiện hơn. Episode 2 cũng đang được hoàn thành và sẽ được chia sẻ đến mọi người sớm nhất có thể 🥳🥳🥳
Cảm phiền mọi người truy cập bằng cách copy link này ạ
👉 vule24.github.io
Bon week-end!!!
#mlops #dag #kubeflow","Hello mọi người, Lần trước em chia sẻ dưới dạng link dẫn về blog cá nhân nên bị facebook gắn cờ spam và bài đăng của em đã bị gỡ Có khá nhiều bạn liên hệ em vì thế em xin phép được chia sẻ lại. Hiện tại em đang bắt đầu triển khai viết blog để làm cẩm nang cá nhân cũng như để chia sẻ kiến thức và có thể nhận được đóng góp và góp ý từ tất cả mọi người về lĩnh vực MLOps. Em đang và sẽ đề cập đến các công nghệ thông dụng liên quan, cụ thể là công nghệ DAG (task-driven) với series đầu tiên là về nền tảng Kubeflow được phát triển bởi Google. Mong mọi người đón đọc và góp ý để em có thể hoàn thiện hơn. Episode 2 cũng đang được hoàn thành và sẽ được chia sẻ đến mọi người sớm nhất có thể Cảm phiền mọi người truy cập bằng cách copy link này ạ vule24.github.io Bon week-end!!!",#mlops	#dag	#kubeflow,
"Data Science Interview Q&A
https://media-exp1.licdn.com/dms/document/C561FAQH2B8pdMAoggQ/feedshare-document-pdf-analyzed/0/1628841498962?e=1628956800&v=beta&t=FDx2vECqHZFv-x93LsJ3SRHZ07JgxL9rHEex5G2xW_g
Nguồn: https://www.linkedin.com/posts/lightsondata_data-science-interview-questions-ugcPost-6831857375868280832-ld28
#interview",Data Science Interview Q&A https://media-exp1.licdn.com/dms/document/C561FAQH2B8pdMAoggQ/feedshare-document-pdf-analyzed/0/1628841498962?e=1628956800&v=beta&t=FDx2vECqHZFv-x93LsJ3SRHZ07JgxL9rHEex5G2xW_g Nguồn: https://www.linkedin.com/posts/lightsondata_data-science-interview-questions-ugcPost-6831857375868280832-ld28,#interview,
"Xin chào các bác, nhân một ngày không có gì đặc biệt cả, em xin phép viết thêm bài blog nho nhỏ về chủ để ""Kiểm thử hệ thống ML"", các bác xem và đóng góp ý kiến giúp em với ạ. 🥳🥳🥳
https://quan-dang.github.io/2021/08/22/test-in-ml/
Chúc cả nhà buổi tối cuối tuần vui vẻ!
#testing #monitoring #mlops","Xin chào các bác, nhân một ngày không có gì đặc biệt cả, em xin phép viết thêm bài blog nho nhỏ về chủ để ""Kiểm thử hệ thống ML"", các bác xem và đóng góp ý kiến giúp em với ạ. https://quan-dang.github.io/2021/08/22/test-in-ml/ Chúc cả nhà buổi tối cuối tuần vui vẻ!",#testing	#monitoring	#mlops,
"MLOps Basic
The goal of the series is to understand the basics of MLOps (model building, monitoring, configurations, testing, packaging, deployment, cicd).
Một nguồn tài liệu hay về MLOps cho mọi người học tập và tham khảo
https://www.ravirajag.dev/blog","MLOps Basic The goal of the series is to understand the basics of MLOps (model building, monitoring, configurations, testing, packaging, deployment, cicd). Một nguồn tài liệu hay về MLOps cho mọi người học tập và tham khảo https://www.ravirajag.dev/blog",,
"Dự án AICOVIDVN (dự đoán Covid qua tiếng ho) đang cần tuyển thành viên có kinh nghiệm về MLOps, chi phí infra được tài trợ bởi AWS tha hồ cho anh em quẩy 🥳
Ai có hứng thú thì liên lạc anh Hung Le nha 🥳","Dự án AICOVIDVN (dự đoán Covid qua tiếng ho) đang cần tuyển thành viên có kinh nghiệm về MLOps, chi phí infra được tài trợ bởi AWS tha hồ cho anh em quẩy Ai có hứng thú thì liên lạc anh Hung Le nha",,
"Điểm sáng hiếm hoi của mùa Covid là hội nghị lớn nhất thế giới về AI do Nvidia tổ chức lại tiếp tục tổ chức online và là cơ hội để các nhà nghiên cứu, phát triển được tham gia FREE. Đây là cơ hội để AI Developers, Data Scientists tiếp xúc với những framework, pre-train model,… sản phẩm trong nhiều lĩnh vực : ....Robotic, Automatic Driver, Banking,BigData, 5G….
Link đăng ký miễn phí :
www.nvidia.com/gtc/?ncid=GTC-NVVCUONG
Trân trọng kính mời anh em đăng ký để hoà nhập và phát triển cùng AI Thế giới","Điểm sáng hiếm hoi của mùa Covid là hội nghị lớn nhất thế giới về AI do Nvidia tổ chức lại tiếp tục tổ chức online và là cơ hội để các nhà nghiên cứu, phát triển được tham gia FREE. Đây là cơ hội để AI Developers, Data Scientists tiếp xúc với những framework, pre-train model,… sản phẩm trong nhiều lĩnh vực : ....Robotic, Automatic Driver, Banking,BigData, 5G…. Link đăng ký miễn phí : www.nvidia.com/gtc/?ncid=GTC-NVVCUONG Trân trọng kính mời anh em đăng ký để hoà nhập và phát triển cùng AI Thế giới",,
"Hi ae,

Mình đợt rồi có tìm hiểu 1 chút về việc deploy machine learning/deep learning model in production. Lục tung cái google thì mình có tổng hợp đc 1 số tutorial và rút gọn lại ở link github này:
https://github.com/tuvovan/ml_in_production
về cơ bản thì mình tổng hợp 1 số phương pháp:
bắt đầu từ restapi + flask + redis
restapi + nginx + uwsgi (bản nâng cấp để handle multiple requests)
fastapi + redis
tensorflow serving
restapi + kuberflow
bài viết tổng hợp từ nhiều nguồn, có thể sẽ có thiếu sót, hi vọng mọi người đọc và cho ý kiến đóng góp để hoàn thiện hơn.

Many thanks!","Hi ae, Mình đợt rồi có tìm hiểu 1 chút về việc deploy machine learning/deep learning model in production. Lục tung cái google thì mình có tổng hợp đc 1 số tutorial và rút gọn lại ở link github này: https://github.com/tuvovan/ml_in_production về cơ bản thì mình tổng hợp 1 số phương pháp: bắt đầu từ restapi + flask + redis restapi + nginx + uwsgi (bản nâng cấp để handle multiple requests) fastapi + redis tensorflow serving restapi + kuberflow bài viết tổng hợp từ nhiều nguồn, có thể sẽ có thiếu sót, hi vọng mọi người đọc và cho ý kiến đóng góp để hoàn thiện hơn. Many thanks!",,
"Video chia sẻ về MLOps cũng như nói về cách tối ưu bài toán Machine Learning của giáo sư Andrew Ng
---------
Notes/Pointers of Video.
- AI = Code + Data
- Instead of emphasising more on tunning model, clean the data as much as possible. Opt for data centric approaches which means Data Augmentation, Data tagging etc.
- We can have more and more data to increase model performance, but better approach would be to increase only quality data, because with little increase in quality data the model will have direct and high effect rather than huge data (big data) of compromised quality.
-MLOps people should help ML Engineer to prepare stratergies for Quality Data creation across all the phases of ML project Life cycle.
- Deploying a ML model is just 50% work done, now gathering more quality data and retrain the model periodically will make the work 100% done.
- Try to work from Model Centric to Data Centric process.
- Important Forntier: MLOps tools to make data centric AI an efficient and systematic process.","Video chia sẻ về MLOps cũng như nói về cách tối ưu bài toán Machine Learning của giáo sư Andrew Ng --------- Notes/Pointers of Video. - AI = Code + Data - Instead of emphasising more on tunning model, clean the data as much as possible. Opt for data centric approaches which means Data Augmentation, Data tagging etc. - We can have more and more data to increase model performance, but better approach would be to increase only quality data, because with little increase in quality data the model will have direct and high effect rather than huge data (big data) of compromised quality. -MLOps people should help ML Engineer to prepare stratergies for Quality Data creation across all the phases of ML project Life cycle. - Deploying a ML model is just 50% work done, now gathering more quality data and retrain the model periodically will make the work 100% done. - Try to work from Model Centric to Data Centric process. - Important Forntier: MLOps tools to make data centric AI an efficient and systematic process.",,
"Comparing Dask, Ray, Modin, Vaex, and RAPIDS
Còn thiếu giải pháp nào để scale Pandas không các bác? 🤔
https://datarevenue.com/en-blog/pandas-vs-dask-vs-vaex-vs-modin-vs-rapids-vs-ray","Comparing Dask, Ray, Modin, Vaex, and RAPIDS Còn thiếu giải pháp nào để scale Pandas không các bác? https://datarevenue.com/en-blog/pandas-vs-dask-vs-vaex-vs-modin-vs-rapids-vs-ray",,
"https://alexioannides.com/2019/01/10/deploying-python-ml-models-with-flask-docker-and-kubernetes/
mình thấy bác này viết rất dễ hiểu và đầy đủ. anh em tham khảo nhé. :D nhân tiện có anh em nào đang làm TFX (tensorflow extend) và có document nào hay vs dễ hiểu thì chia sẻ nhé.
Code gốc của tác giả ko có ML hay DL model nào, nên m có chỉnh sửa 1 chút code để deploy Resnet50.
https://github.com/tuvovan/deeplearning-deployment-docker-kubernetes","https://alexioannides.com/2019/01/10/deploying-python-ml-models-with-flask-docker-and-kubernetes/ mình thấy bác này viết rất dễ hiểu và đầy đủ. anh em tham khảo nhé. :D nhân tiện có anh em nào đang làm TFX (tensorflow extend) và có document nào hay vs dễ hiểu thì chia sẻ nhé. Code gốc của tác giả ko có ML hay DL model nào, nên m có chỉnh sửa 1 chút code để deploy Resnet50. https://github.com/tuvovan/deeplearning-deployment-docker-kubernetes",,
"Architecture of ML Systems SS2021
This course covers the architecture and essential concepts of modern ML systems for both local and large-scale machine learning (ML).
Khoá học hay về ML Systems cho cả nhà cùng ngâm cứu :D 
https://mboehm7.github.io/teaching/ss21_amls/index.htm",Architecture of ML Systems SS2021 This course covers the architecture and essential concepts of modern ML systems for both local and large-scale machine learning (ML). Khoá học hay về ML Systems cho cả nhà cùng ngâm cứu :D https://mboehm7.github.io/teaching/ss21_amls/index.htm,,
"Methods for inferring concept drift
Ở bài blog trước mình đã nói qua về concept drift, tuy nhiên việc thiếu label gây ra trở ngại lớn để xác định loại drift này. 
Các kỹ sư của CLOUDERA đã giới thiệu 4 phương pháp sau để giúp suy luận ra concept dift:
1. Statistical test for change in feature space: kiểm tra thay đổi trong phân phối của các feature
2. Statistical test for change in response variable: kiểm tra thay đổi trong phân phối của dự đoán
3. Statistical test for change in margin density of response variable: kiểm tra thay đổi trong phân phối ""in-margin"" 
4. Detect change in margin density of response distribution using a learned threshold: kiểm tra thay đổi trong phân phối ""in-margin"" kết hợp kỹ thuật k-fold
Chi tiết xem tại: https://concept-drift.fastforwardlabs.com/","Methods for inferring concept drift Ở bài blog trước mình đã nói qua về concept drift, tuy nhiên việc thiếu label gây ra trở ngại lớn để xác định loại drift này. Các kỹ sư của CLOUDERA đã giới thiệu 4 phương pháp sau để giúp suy luận ra concept dift: 1. Statistical test for change in feature space: kiểm tra thay đổi trong phân phối của các feature 2. Statistical test for change in response variable: kiểm tra thay đổi trong phân phối của dự đoán 3. Statistical test for change in margin density of response variable: kiểm tra thay đổi trong phân phối ""in-margin"" 4. Detect change in margin density of response distribution using a learned threshold: kiểm tra thay đổi trong phân phối ""in-margin"" kết hợp kỹ thuật k-fold Chi tiết xem tại: https://concept-drift.fastforwardlabs.com/",,
"Em chào mọi người. Em là Hương Bùi, Recruiter chuyên mảng Data Science tại Headhunting Agency One Arrow Consulting. Được sự cho phép của Admin Quan Dang, em xin update job list về Data hiện tại em đang phụ trách như sau:
#HN
1. Senior Data Manaagement Manager I Hospitality - $3500 - $6000 (Open for expat)
2. Data analytics Senior Manager - Consulting Service - $4000
3. Data engineer - Digital Banking - $3000 - $5000
4. Data scientist - Digital Banking - $3000 - $5000
#HCM
5. Data analytics Senior Manager - Consulting Service - $3000 - $4000
6. Data Managment and Reporting Manager - Insurance - $2500 - $3500
7. Data Engineer Team Leader - Insurance - $2500 - $3500
8. Senior Data Engineer - Insurance - $2000 - $2500
9. Data Scientist - Insurance - $2000 - $2500 (Big Data/Data Modeling)
Mọi người quan tâm job nào có thể inbox em để được hỗ trợ nhé ạ!💁‍♀️ Hi vọng có cơ hội được hợp tác với mọi người ^^ Chúc mọi người có 1 tuần mới làm việc hiệu quả!
#OAC #DataScience #tuyendung","Em chào mọi người. Em là Hương Bùi, Recruiter chuyên mảng Data Science tại Headhunting Agency One Arrow Consulting. Được sự cho phép của Admin Quan Dang, em xin update job list về Data hiện tại em đang phụ trách như sau: 1. Senior Data Manaagement Manager I Hospitality - $3500 - $6000 (Open for expat) 2. Data analytics Senior Manager - Consulting Service - $4000 3. Data engineer - Digital Banking - $3000 - $5000 4. Data scientist - Digital Banking - $3000 - $5000 5. Data analytics Senior Manager - Consulting Service - $3000 - $4000 6. Data Managment and Reporting Manager - Insurance - $2500 - $3500 7. Data Engineer Team Leader - Insurance - $2500 - $3500 8. Senior Data Engineer - Insurance - $2000 - $2500 9. Data Scientist - Insurance - $2000 - $2500 (Big Data/Data Modeling) Mọi người quan tâm job nào có thể inbox em để được hỗ trợ nhé ạ! Hi vọng có cơ hội được hợp tác với mọi người ^^ Chúc mọi người có 1 tuần mới làm việc hiệu quả!",#HN	#HCM	#OAC	#DataScience	#tuyendung,
"MLOps - Market Review
https://airtable.com/shr4rfiuOIVjMhvhL/tblP1hFSp3Uez50bn/viwq8eCvLCHNph2wt?blocks=hide&backgroundColor=blue",MLOps - Market Review https://airtable.com/shr4rfiuOIVjMhvhL/tblP1hFSp3Uez50bn/viwq8eCvLCHNph2wt?blocks=hide&backgroundColor=blue,,
"ML Lifecycle & Deployment
----------------------------
Xin chào các anh chị, em là Dũng đến từ AIlab của UET. Trong tuần vừa rồi em có báo cáo một vài vấn đề lên quan đến MLOps muốn chia sẻ lên đây để mọi người cùng góp ý và nhận xét ạ.
----------------------------
Trong phần trình bày cover các khái niệm sau:
Review về vòng đời phát triển một dự án ML
Khái niệm Data drift và Concept drift
Quá trình monitoring
----------------------------
Tài liệu liên quan:
Slide: https://nmd2000-my.sharepoint.com/:p:/g/personal/18020370_nmd2000_onmicrosoft_com/EaGskFIijxNGt_9zM3ir8HAB0FvZkgTu0MOdJqA9xrWbtQ?e=fGUUWg
Note ML lifecycle: https://www.notion.so/nmd2000/Machine-Learning-Project-Lifecycle-54e2fcb8615640aea198e4748735c76e
Note Deployment: https://www.notion.so/nmd2000/Deployment-a-ML-Project-e326a73335284e6a88f6db515d63fe6d
----------------------------
Vui lòng liên hệ với em nếu có nhu cầu re-up lại phần thuyết trình này. Em xin cảm ơn.","ML Lifecycle & Deployment ---------------------------- Xin chào các anh chị, em là Dũng đến từ AIlab của UET. Trong tuần vừa rồi em có báo cáo một vài vấn đề lên quan đến MLOps muốn chia sẻ lên đây để mọi người cùng góp ý và nhận xét ạ. ---------------------------- Trong phần trình bày cover các khái niệm sau: Review về vòng đời phát triển một dự án ML Khái niệm Data drift và Concept drift Quá trình monitoring ---------------------------- Tài liệu liên quan: Slide: https://nmd2000-my.sharepoint.com/:p:/g/personal/18020370_nmd2000_onmicrosoft_com/EaGskFIijxNGt_9zM3ir8HAB0FvZkgTu0MOdJqA9xrWbtQ?e=fGUUWg Note ML lifecycle: https://www.notion.so/nmd2000/Machine-Learning-Project-Lifecycle-54e2fcb8615640aea198e4748735c76e Note Deployment: https://www.notion.so/nmd2000/Deployment-a-ML-Project-e326a73335284e6a88f6db515d63fe6d ---------------------------- Vui lòng liên hệ với em nếu có nhu cầu re-up lại phần thuyết trình này. Em xin cảm ơn.",,
"Hi mọi người, em vừa viết một bài blog nhỏ chia sẻ kinh nghiệm cá nhân khi xây dựng một hệ thống ML. Các bác xem và đóng góp ý kiến giúp em với ạ :D.
Chúc cả nhà buổi tối cuối tuần vui vẻ 🥳","Hi mọi người, em vừa viết một bài blog nhỏ chia sẻ kinh nghiệm cá nhân khi xây dựng một hệ thống ML. Các bác xem và đóng góp ý kiến giúp em với ạ :D. Chúc cả nhà buổi tối cuối tuần vui vẻ",,
"Build Interactive reports for analyzing machine learning models with Evidently
https://github.com/evidentlyai/evidently
#monitoring",Build Interactive reports for analyzing machine learning models with Evidently https://github.com/evidentlyai/evidently,#monitoring,
"Deep Learning Recommender Systems Summit
https://www.facebook.com/events/532119901468724",Deep Learning Recommender Systems Summit https://www.facebook.com/events/532119901468724,,
"lakeFS (https://docs.lakefs.io/) là một open-source platform cung cấp giải pháp tương tự git branch và commit cho dữ liệu lưu trên GCS, S3 và Azure Blob.
lakeFS có Python Client API nên có thể dễ dàng tích hợp vào làm một component trên Kubeflow pipeline để xây dựng một pipeline có tính reproducible.
https://lakefs.io/build-reproducible-experiments-with-lakefs-and-kubeflow/","lakeFS (https://docs.lakefs.io/) là một open-source platform cung cấp giải pháp tương tự git branch và commit cho dữ liệu lưu trên GCS, S3 và Azure Blob. lakeFS có Python Client API nên có thể dễ dàng tích hợp vào làm một component trên Kubeflow pipeline để xây dựng một pipeline có tính reproducible. https://lakefs.io/build-reproducible-experiments-with-lakefs-and-kubeflow/",,
"Nửa đêm T4, rạng sáng T5 này (có lẽ sẽ ko có video recording)","Nửa đêm T4, rạng sáng T5 này (có lẽ sẽ ko có video recording)",,
Join livestream MLOps của DeepLearning.AI thôi mn :D,Join livestream MLOps của DeepLearning.AI thôi mn :D,,
MLOps Tooling Landscape v2 by Huyền Chip,MLOps Tooling Landscape v2 by Huyền Chip,,
https://mlops.toys,https://mlops.toys,,
"Practice coding for ML interviews
https://mlpro.io/",Practice coding for ML interviews https://mlpro.io/,,
"Còn khá lâu mới tới nhưng cứ register luôn kẻo quên nhé anh em ;)
Chỉ có điều 4AM giờ VN :( Hy vọng có video recording
Conversational AI & NLP Product Management by Facebook PM.
Btw, anh em ai đã & đang làm về ConvAI production (đặc biệt cho tiếng Việt) thì tym ❤️ cho mọi người biết nhé!","Còn khá lâu mới tới nhưng cứ register luôn kẻo quên nhé anh em ;) Chỉ có điều 4AM giờ VN :( Hy vọng có video recording Conversational AI & NLP Product Management by Facebook PM. Btw, anh em ai đã & đang làm về ConvAI production (đặc biệt cho tiếng Việt) thì tym cho mọi người biết nhé!",,
"MLOps Event by DeepLearning.AI
https://www.facebook.com/events/2979209212315532/?ref=newsfeed",MLOps Event by DeepLearning.AI https://www.facebook.com/events/2979209212315532/?ref=newsfeed,,
"Hi ae,
Mình có 1 cái pipeline như này. hiện tại cluster mình đang dùng chưa có gpu
giả sử mình dùng cluster khác, có gpu nhưng chỉ muốn dùng gpu cho 2 components là train-model + test-model thì phải config như nào?
và có cách nào để schedule để tiết kiệm resource ko? cụ thể là ko bị charge khi ko chạy pipeline.
rất mong được chia sẻ ạ :D","Hi ae, Mình có 1 cái pipeline như này. hiện tại cluster mình đang dùng chưa có gpu giả sử mình dùng cluster khác, có gpu nhưng chỉ muốn dùng gpu cho 2 components là train-model + test-model thì phải config như nào? và có cách nào để schedule để tiết kiệm resource ko? cụ thể là ko bị charge khi ko chạy pipeline. rất mong được chia sẻ ạ :D",,
Khóa học ML mới nhất từ deeplearning.ai . Mk vừa nhận được gmail,Khóa học ML mới nhất từ deeplearning.ai . Mk vừa nhận được gmail,,
"Great resources on ML System Design from Tech Giants
https://becominghuman.ai/machine-learning-system-design-f2f4018f2f8",Great resources on ML System Design from Tech Giants https://becominghuman.ai/machine-learning-system-design-f2f4018f2f8,,
"[Góc tìm người]- #MLOps- #HCMC
Hello cả nhà, mình đang tìm 1 bạn #DevOps có làm về #MLOps cho 1 cty Product lớn ở quận 1 với offer 50-60Mil gross, yêu cầu hiểu và làm tốt về MLOps. Mọi người quan tâm vị trí này gửi CV vào thao.nguyen@hr1vietnam.com hoặc số đt em 0976664853 để trao đổi vị trí này nhé!
Thanks anh Quan Dang duyệt cho em ạ!","[Góc tìm người]- Hello cả nhà, mình đang tìm 1 bạn có làm về cho 1 cty Product lớn ở quận 1 với offer 50-60Mil gross, yêu cầu hiểu và làm tốt về MLOps. Mọi người quan tâm vị trí này gửi CV vào thao.nguyen@hr1vietnam.com hoặc số đt em 0976664853 để trao đổi vị trí này nhé! Thanks anh Quan Dang duyệt cho em ạ!",#MLOps-	#HCMC	#DevOps	#MLOps,
"Hi mọi người, hôm bữa bác Quan Dang có share link tới khóa học ML Systems Design của chị Huyền Chip hay quá. Mình ngồi đọc rồi note lại vô whimsical.
Lúc đầu mình tách nó ra thành 12 files, nhưng sau mình gộp chung lại thành 1 file cho dễ search. Rồi thấy nhìn cũng hay ho nên share cho mọi người cũng dễ search theo :)
Mời các bác tự do clone và edit theo ý muốn.
Whimsical link: https://whimsical.com/cs-329s-machine-learning-systems-design-note-E7oPi8C6VUU89j8yPJdgzK@2Ux7TurymLtJ5UFVoDpm
cs329s course: https://stanford-cs329s.github.io/index.html","Hi mọi người, hôm bữa bác Quan Dang có share link tới khóa học ML Systems Design của chị Huyền Chip hay quá. Mình ngồi đọc rồi note lại vô whimsical. Lúc đầu mình tách nó ra thành 12 files, nhưng sau mình gộp chung lại thành 1 file cho dễ search. Rồi thấy nhìn cũng hay ho nên share cho mọi người cũng dễ search theo :) Mời các bác tự do clone và edit theo ý muốn. Whimsical link: https://whimsical.com/cs-329s-machine-learning-systems-design-note-E7oPi8C6VUU89j8yPJdgzK@2Ux7TurymLtJ5UFVoDpm cs329s course: https://stanford-cs329s.github.io/index.html",,
"4 Types of ML Drift in MLOps Monitoring
https://towardsdatascience.com/how-to-detect-model-drift-in-mlops-monitoring-7a039c22eaf9",4 Types of ML Drift in MLOps Monitoring https://towardsdatascience.com/how-to-detect-model-drift-in-mlops-monitoring-7a039c22eaf9,,
"AWS Machine Learning Engineer Scholarship
https://www.udacity.com/scholarships/aws-machine-learning-scholarship-program",AWS Machine Learning Engineer Scholarship https://www.udacity.com/scholarships/aws-machine-learning-scholarship-program,,
"Better model evaluation with What-If Tool
Một số tính năng hay ho:
Thay đổi feature value để quan sát sự thay đổi kết trong quả dự đoán
Tìm datapoint tương tự với datapoint hiện tại mà cho kết quả dự đoán khác
Đánh giá tính ""fairness"" của model dựa trên kết quả dự đoán trên các group khác nhau
https://ai.googleblog.com/2018/09/the-what-if-tool-code-free-probing-of.html","Better model evaluation with What-If Tool Một số tính năng hay ho: Thay đổi feature value để quan sát sự thay đổi kết trong quả dự đoán Tìm datapoint tương tự với datapoint hiện tại mà cho kết quả dự đoán khác Đánh giá tính ""fairness"" của model dựa trên kết quả dự đoán trên các group khác nhau https://ai.googleblog.com/2018/09/the-what-if-tool-code-free-probing-of.html",,
"A quick recap on GCP Services in MLOps
https://medium.com/google-developer-experts/mlops-big-picture-in-gcp-a637566d6ae8",A quick recap on GCP Services in MLOps https://medium.com/google-developer-experts/mlops-big-picture-in-gcp-a637566d6ae8,,
"Hi all. Mọi người đã ai từng train custom language model của AWS Transcribe chưa ạ? Cho em hỏi:
1. Theo official guide https://docs.aws.amazon.com/transcribe/latest/dg/create-custom-language-model.html
Làm sao model có thể học được khi chỉ cung cấp text mà không cung cấp audio tương ứng?
2. Mẫu file text Training data và Tuning data các bác đã dùng? Model sau train có thực sự tốt hơn đối với bộ data (domain-specific) của mình?
Em cảm ơn mọi người nhiều.",Hi all. Mọi người đã ai từng train custom language model của AWS Transcribe chưa ạ? Cho em hỏi: 1. Theo official guide https://docs.aws.amazon.com/transcribe/latest/dg/create-custom-language-model.html Làm sao model có thể học được khi chỉ cung cấp text mà không cung cấp audio tương ứng? 2. Mẫu file text Training data và Tuning data các bác đã dùng? Model sau train có thực sự tốt hơn đối với bộ data (domain-specific) của mình? Em cảm ơn mọi người nhiều.,,
https://www.youtube.com/playlist?list=PLH-rpi_agJT1FZoxD70YOVJKn13LcQKbd,https://www.youtube.com/playlist?list=PLH-rpi_agJT1FZoxD70YOVJKn13LcQKbd,,
